cluster,id,name,album,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,duration,key,mode,tempo,time_sig
-1,2HHtWyy5CgaQbC7XSoOb0e,Eye of the Tiger,Eye Of The Tiger,0.216,0.815,0.438,0.000466,0.0787,-14.522,0.0346,0.552,243773,0,0,108.964996,4
-1,2i9NoFqdl5YG41gxLx4JHh,East Bay! Oakland Style!,Soul Side of Town,0.00964,0.651,0.986,0.464,0.382,-8.107,0.0613,0.709,75951,2,1,127.045998,4
-1,2icwxIbOUTmvHcF4SRkEjQ,Night Moves,Roosevelt,0.0459,0.703,0.747,0.358,0.0818,-6.596,0.0341,0.479,296565,9,0,124.018997,4
-1,2J8pgyiPAZD9hHGPecMzgd,Lunch Break,Lunch Break,0.365,0.815,0.503,0.0285,0.0837,-9.24,0.21,0.898,209500,0,1,90.009003,4
-1,2JZ4gRQWJ7OmfLcpkB0BOp,Paradise Warfare,EP III,0.000432,0.324,0.943,0.905,0.319,-0.957,0.0747,0.274,254815,2,1,162.046997,4
-1,2k6xF6Vtlwkrp0Mpgtd8Ve,You're Cute,You're Cute,0.00417,0.568,0.721,0.655,0.107,-9.035,0.0407,0.0671,222333,1,0,128.072006,4
-1,2KI1hzqHNZBaUxRaKkjXA1,Godspeed!,STORMWORKS Chapter 3: Wait of the World,0.869,0.102,0.137,0.638,0.331,-20.087999,0.0445,0.0384,362213,3,1,77.863998,4
-1,2kxsu1pjmfjAq4qsf52j87,Long Gone,Manchild,0.713,0.73,0.45,0.00556,0.126,-9.666,0.0266,0.536,213818,0,1,109.986,4
-1,2NBtwjsDY2ohvREXd7aPZd,Sometimes ◐,Day 1 ◑ / Sometimes ◐,0.615,0.583,0.414,0.000659,0.181,-7.625,0.0288,0.362,265620,10,1,74.988998,4
-1,2NfdpNOvN9Giyx4UiWdjbF,Sophisticated Space,No Dogs Allowed,0.3,0.78,0.543,0.00038,0.102,-9.983,0.145,0.966,194286,11,1,104.977997,4
-1,2OAuGr57lTjhMwOXQHZpXW,Desafinado,The Verve & Philips Small Group Sessions,0.792,0.542,0.336,4E-06,0.0692,-16.471001,0.101,0.864,202013,7,1,65.711998,5
-1,2RhzvGyDqT8Nekg2fab5o7,Anxiety,Celeste (Original Soundtrack),0.442,0.206,0.214,0.839,0.102,-11.118,0.0359,0.0729,113154,5,1,70.617996,4
-1,2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Out of the Blue,0.652,0.388,0.338,4E-06,0.248,-10.054,0.0328,0.477,303373,10,1,177.783997,4
-1,2S01104ghxxnoSCzGXCPdZ,Boys Life,Best Blues,0.00727,0.582,0.734,0.202,0.76,-6.987,0.0675,0.644,302120,6,0,127.070999,4
-1,2t6aXckrRWNnKb0ysc1vBc,"An Ending, a Beginning",Late Night Tales: Bonobo,0.974,0.272,0.149,0.867,0.108,-22.181999,0.0365,0.205,128940,3,1,136.664001,4
-1,2ThXlHa71fMSsTinfTG0jr,Floe,Glassworks - Expanded Edition,0.619,0.421,0.531,0.667,0.315,-13.432,0.0504,0.18,359507,9,0,99.543999,4
-1,2U9kDk5mlHYunC7PvbZ8KX,That's Christmas to Me,That's Christmas To Me (Deluxe Edition),0.611,0.446,0.136,0,0.206,-10.101,0.0314,0.433,182173,6,1,79.486,4
-1,2Ux3BFgzXm0YoD37nBQjJt,Fugue State,Fugue State,0.111,0.778,0.465,0.88,0.094,-10.196,0.0422,0.547,161853,5,0,105.353996,4
-1,2VEZx7NWsZ1D0eJ4uv5Fym,Digital Love,Discovery,0.0481,0.644,0.664,0.862,0.342,-8.398,0.0333,0.53,301373,9,1,124.725998,4
-1,2vHiqt9sSVgHLz2DTD0byv,Love is a Beautiful Thing,Hill Climber,0.32,0.805,0.314,1E-06,0.112,-11.009,0.0616,0.566,233314,7,1,114.352997,4
-1,2vJAjPkVMPKkR3xd2wacZa,Believe,The Polar Express (Original Motion Picture Soundtrack) [Special Edition],0.62,0.301,0.422,0,0.0666,-7.561,0.029,0.208,258400,4,1,78.411003,4
-1,2vW8Lw8377fF1L1l3V3xv4,Spring Break Anthem,The Wack Album,0.0374,0.66,0.943,0,0.62,-3.689,0.312,0.516,133600,8,1,76.052002,4
-1,2WbKDH7BbDUHqACsZH0KVW,"Daddy, He Got a Tesla",The Beautiful Game,0.0242,0.697,0.868,0.486,0.518,-10.362,0.0782,0.864,205323,10,0,119.105003,4
-1,2wc9DHQnBTnMKDIYcXFzoq,(There's) Always Something There to Remind Me,The Dionne Warwick Collection: Her All-Time Greatest Hits,0.737,0.68,0.328,0,0.581,-13.69,0.0673,0.821,179507,5,1,84.040001,4
-1,2WvWRwqW9KFfyKUXBGAcXg,The Birdwatcher,My First Car,0.881,0.824,0.363,0.908,0.111,-10.753,0.0498,0.604,155242,5,0,129.600998,4
-1,2X6gdRlGOQgfaXU9ALUQFQ,The Chain,Rumours,0.0629,0.546,0.529,0.000567,0.0383,-13.6,0.0436,0.574,271000,9,1,151.727005,4
-1,2XiVI1ZMabQc0VIChp9KoV,Golden Ridge - Golden Feather Mix,Celeste B-Sides (Original Game Soundtrack),0.619,0.57,0.459,2.2E-05,0.0947,-8.414,0.0329,0.187,293821,9,1,104.027,4
-1,2ZBalNGwjqdKJd29O76wBV,Heat Of The Moment,Asia,0.358,0.324,0.84,0.000239,0.367,-7.31,0.0489,0.576,227627,1,1,136.136002,4
-1,31lcf5cp2rY7rZxAC5uOcA,Ontario Gothic,Ontario Gothic,0.00849,0.303,0.542,0.815,0.126,-10.556,0.0323,0.232,325242,11,1,205.953003,4
-1,33BRNcBN01BsjKkAxlFYI4,It Gets Funkier Ⅱ,Vollmilch,0.403,0.783,0.549,0.874,0.327,-10.453,0.276,0.905,311736,10,0,152.578003,4
-1,33rnvpgII3u4LwzcicyTrb,First Place,Fugue State,0.308,0.656,0.773,0.594,0.267,-10.383,0.0659,0.583,197957,7,1,92.254997,4
-1,33yAEqzKXexYM3WlOYtTfQ,D.A.N.C.E,Justice,0.034,0.613,0.962,0,0.824,-5.07,0.278,0.496,242267,6,0,113.014999,4
-1,34TVXc6sA48aAXRpoK0Wr4,"Grandma (feat. Antwaun Stanley, David T. Walker & James Gadson)",Mr Finish Line,0.0866,0.646,0.272,0.0105,0.164,-11.481,0.0747,0.271,305766,0,1,135.589005,4
-1,35FrTrB3SRaSuz94x9SxRD,Sun Burn,Vermilion,0.229,0.585,0.717,0.733,0.132,-6.155,0.0311,0.754,158929,6,0,83.991997,4
-1,37V6SSkZMVB32fweBq8v11,Torture,Time,0.138,0.59,0.472,0.000133,0.0822,-8.377,0.0985,0.618,214750,9,1,113.960999,4
-1,382n05RtneO3ykQlFQrAd1,Formidable,Racine Carrée (Standard US Version),0.0934,0.55,0.635,0,0.198,-9.068,0.183,0.475,213933,4,0,72.426003,4
-1,38eA3gqtwDL0R7i1rbZY22,Blowback,Blowback,0.139,0.744,0.443,0,0.274,-10.723,0.0558,0.351,243950,2,0,103.293999,4
-1,39PRMLzu72Nz6lSOCF3bWN,Jax,The Optimist,0.00183,0.781,0.84,0.834,0.0505,-7.689,0.0578,0.698,252253,5,1,111.995003,4
-1,39rHfrVqCX6A55GF7uOZSC,1612,Fugue State,0.177,0.678,0.392,0.0045,0.0839,-11.328,0.274,0.706,199640,0,1,171.274002,4
-1,3AaiEsiqHO2ylnnOdWninE,Flamingo,Flamingo,0.313,0.788,0.49,0,0.0968,-6.287,0.511,0.79,197528,8,1,177.865005,4
-1,3ADQ9jGCJ6MfSbIZqtbVj2,Do You Know the Way to San Jose,The Dionne Warwick Collection: Her All-Time Greatest Hits,0.646,0.73,0.511,3.1E-05,0.0993,-12.131,0.0527,0.873,177653,8,1,80.015999,4
-1,3AgFyEsyxDfQfYsczdnRZ2,Starks and Ewing,"MSP, Pt. 1",0.0208,0.693,0.676,0.894,0.169,-7.488,0.0508,0.778,248333,9,1,114.862999,4
-1,3aPyks5mwx2xnz8FvyDZG5,Awake,Celeste (Original Soundtrack),0.987,0.432,0.0774,0.946,0.0969,-23.792999,0.0411,0.0478,148555,9,0,127.097,3
-1,3aTQ5LXX11K5TBYk8w2En9,Take Me Over,Zonoscope,0.019,0.673,0.81,0.322,0.575,-5.167,0.0325,0.664,350093,1,1,119.989998,4
-1,3bZWc3PAeamSjrdkIO2gSC,Spiegel im Spiegel,Fairy Tale,0.709,0.121,0.0534,0.00315,0.116,-29.395,0.0377,0.066,503640,5,1,83.648003,3
-1,3cFwuF7C0Cmde8Dg0V3Xx2,Mr. Finish Line (feat. Christine Hucal & Theo Katzman),Mr Finish Line,0.0847,0.75,0.648,3.5E-05,0.187,-10.425,0.125,0.806,193192,6,0,94.013,4
-1,3ctoHckjyd13eBi2IDw2Ip,Seven Nation Army,Elephant,0.00576,0.75,0.462,0.545,0.307,-7.664,0.0779,0.309,231800,0,1,123.864998,4
-1,3DIe90xqHuUDtyuapTwCAR,Take Your Time (Do It Right),S.O.S.,0.015,0.867,0.543,0.00831,0.0969,-13.92,0.057,0.866,460800,4,0,118.939003,4
-1,3E6Ydoy1H8ePoigc10Mgsa,Snowman,Everyday Is Christmas,0.483,0.716,0.512,0,0.0928,-6.257,0.0331,0.326,165907,1,1,104.957001,3
-1,3e78YrVoW5M3D6NdGqCIcZ,Private Beach,Special Night,0.358,0.631,0.74,0.765,0.159,-10.798,0.0301,0.901,141442,0,0,97.081001,4
-1,3FUZpoj9VV0sgc8RqbS3xQ,Kyoto (feat. Sirah),Bangarang EP,0.0012,0.605,0.92,0.000596,0.483,-2.298,0.0713,0.219,200787,4,0,174.973999,4
-1,3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,0.386,0.602,0.522,1.4E-05,0.0941,-9.031,0.0285,0.36,281613,10,1,136.636993,4
-1,3GIKdnva6hRj39uAQhLEL0,Barbara,The Fearless Flyers,0.015,0.711,0.793,0.969,0.0553,-8.367,0.0731,0.925,168483,1,1,94.539001,4
-1,3GOO81yxm6EZLkiXLs2sx2,Nothing Lasts,Grow,0.0116,0.507,0.666,0.343,0.129,-8.362,0.029,0.185,291786,10,1,77.978996,4
-1,3h64C58s1P6WsNu7ZMa0QY,Electric Counterpoint: III. Fast,Steve Reich: Electric Counterpoint,0.981,0.225,0.537,0.875,0.0922,-13.602,0.0422,0.591,269093,4,0,192.968002,3
-1,3I2QFvoVqbI8xlPud9f7SS,Spiraling,Mall Music EP,0.289,0.619,0.629,0.0566,0.814,-10.132,0.068,0.48,238701,0,1,128.828995,4
-1,3Iw2CbRmyKRPGf1yj1HrRo,Chameleon,Chameleon,0.357,0.596,0.442,0.712,0.0485,-10.203,0.0429,0.896,275267,8,1,95.084999,4
-1,3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,The Beginning,0.187,0.483,0.648,0,0.0812,-8.651,0.327,0.242,219427,0,0,93.939003,4
-1,3jgh8Ja6fdKDSBhQennIG0,Kuhmilch 74 BPM,My First Car,0.00621,0.688,0.408,0.85,0.0478,-10.15,0.0719,0.286,131234,6,1,148.048996,4
-1,3JiockjOTd8m2VGcTGkmew,Jealous,Jealous,0.00906,0.699,0.708,0,0.487,-3.835,0.108,0.366,222227,11,0,93.023003,4
-1,3jwBnbzOghYAA0F6AQ6E8d,Victoria,Let Live & Let Ghosts,0.395,0.536,0.674,1.7E-05,0.231,-9.418,0.0648,0.586,224373,3,1,162.947998,4
-1,3koCCeSaVUyrRo3N2gHrd8,Let's Groove,Raise!,0.121,0.869,0.648,2.2E-05,0.126,-8.698,0.0633,0.9,339320,11,0,125.035004,4
-1,3kxfsdsCpFgN412fpnW85Y,Redbone,"""Awaken, My Love!""",0.172,0.745,0.356,0.00943,0.123,-10.425,0.0941,0.607,326933,1,1,160.033005,4
-1,3KzgdYUlqV6TOG7JCmx2Wg,Beyond the Sea,That's All,0.723,0.521,0.516,0,0.257,-7.456,0.0369,0.569,172480,2,0,136.483002,4
-1,3l7wabij39c12TyQfl28ks,Checking In,Celeste (Original Soundtrack),0.162,0.514,0.437,0.803,0.136,-10.016,0.0339,0.112,424718,9,0,105.973,4
-1,3LIvL6OHsGWIdOzLz8sv9c,The Christmas Song,Christmas Rock,0.000148,0.292,0.608,2.9E-05,0.175,-3.356,0.0365,0.295,188032,5,1,147.628998,3
-1,3lsjMIDtVGU8sGzDPgL2Ef,The Optimist,The Koz Nod,0.235,0.752,0.686,0.86,0.264,-8.032,0.0386,0.578,216725,5,1,103.009003,4
-1,3mLW9wLxYnbls1LiT8DGQ8,If I Ain't Got You,Nu Funk,0.507,0.704,0.751,0,0.0699,-3.823,0.19,0.848,174000,7,1,87.492996,4
-1,3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,The Final Countdown (Expanded Edition),0.0628,0.536,0.844,0.00084,0.0608,-6.918,0.058,0.185,310333,6,0,117.652,4
-1,3NfxSdJnVdon1axzloJgba,I Say a Little Prayer,Aretha Now,0.48,0.59,0.355,0,0.0585,-14.051,0.0352,0.499,216773,9,1,133.029999,4
-1,3ozttElSI0x31gVQYnRPLs,Snowflake,Everyday Is Christmas,0.438,0.586,0.359,0,0.0988,-8.553,0.0298,0.186,242867,3,1,134.350998,4
-1,3P4mJQtKB09HRt1whl9cBU,Yule Shoot Your Eye Out,Christmas Rock,0.733,0.666,0.531,0,0.611,-7.36,0.0316,0.757,220989,11,1,107.952003,4
-1,3Piyti0wHblUYUgAxMDYqh,Soft Parade,Hill Climber,0.0825,0.773,0.825,0.915,0.114,-8.299,0.0515,0.968,156781,6,1,136.110992,4
-1,3pUMsLZIy50bhHOR8K8EKG,Far Away,Harbor,0.444,0.675,0.495,0.964,0.162,-11.151,0.0957,0.718,52603,10,0,73.116997,4
-1,3S2R0EVwBSAVMd5UMgKTL0,Thriller,Thriller 25 Super Deluxe Edition,0.0855,0.773,0.859,0.00018,0.914,-4.913,0.0747,0.813,357267,11,1,118.458,4
-1,3Skr6zgjyzo5kI9RK4WXYv,Every Note,Forever,0.43,0.708,0.522,0.0171,0.105,-6.239,0.0236,0.336,308360,6,0,95.022003,4
-1,3Sy6wgTNEp6vSgLs4EyXAf,Flight From The City,Orphée,0.932,0.13,0.086,0.912,0.108,-21.92,0.0373,0.0375,391160,10,1,90.223,4
-1,3tBHQJmuE0BOKR7l4Anap5,Beam Me Up (Kill Mode) (Radio Edit),Eject pt. I,0.00838,0.568,0.878,3E-06,0.0896,-3.156,0.0447,0.28,203810,0,1,125.967003,4
-1,3v9xlH6BpmRbqL7hgNJhfT,I Get Around (Mono) - Mono,All Summer Long,0.36,0.39,0.625,0,0.0663,-7.813,0.0537,0.514,134387,9,0,144.337997,4
-1,3VxfXTvSNhGsiZjyLd1vOS,In the Mirror,Celeste (Original Soundtrack),0.567,0.181,0.379,0.917,0.112,-10.677,0.0344,0.0634,577702,0,0,131.026993,5
-1,3XBe0m5PQGQ3F7oXsWi5Lw,Glorious Warrior,Plural,0.0186,0.593,0.567,0.69,0.218,-7.536,0.0419,0.57,242760,1,1,174.813995,4
-1,3XxpR8oXqq5Km5X4LlS0pi,Tee Time,Mr Finish Line,0.000174,0.578,0.889,0.73,0.0984,-9.708,0.0348,0.868,169004,6,1,140.985992,4
-1,3Y8Ff1nH44jFywAtpgmleZ,1979 - Remastered 2012,Mellon Collie And The Infinite Sadness (Remastered),0.0166,0.765,0.788,0.588,0.0513,-9.896,0.0332,0.964,266200,3,1,126.878998,4
-1,40fJLwKFxTruHgLUkFH0DU,Sunder,Hibou,0.00118,0.335,0.932,0.853,0.183,-4.663,0.122,0.529,199973,11,0,181.942001,4
-1,42YNobZ4HN3tRVEA47wLT6,When I'm Gone,Curtain Call,0.0529,0.535,0.73,0,0.253,-5.574,0.355,0.723,281133,1,1,74.889999,4
-1,43ddJFnP8m3PzNJXiHuiyJ,The Way I Am,Girls and Boys,0.771,0.877,0.259,9E-06,0.108,-9.302,0.0427,0.32,135387,5,1,119.988998,4
-1,43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back in Town,Jailbreak (Deluxe Edition),0.234,0.445,0.706,0.000252,0.205,-9.803,0.0461,0.768,266720,8,1,80.822998,4
-1,44hOGg1uFg1XJZGZYNwYmM,Tainted Love,The Singles,0.438,0.569,0.402,0,0.134,-10.151,0.0433,0.696,162507,0,1,144.634995,4
-1,45us0AvaxmIEUad3eMADPE,Barbara,Vollmilch,0.0555,0.76,0.546,0.717,0.0659,-10.236,0.0819,0.941,249134,1,1,99.968002,4
-1,465hVdgg75kPgRdpJfEFFT,Seven,Seven + Mary,0.0492,0.641,0.531,0,0.118,-7.243,0.157,0.194,225413,2,1,135.563995,4
-1,46eu3SBuFCXWsPT39Yg3tJ,Don't Stop 'Til You Get Enough - Single Version,Off the Wall,0.126,0.878,0.821,0.0461,0.183,-9.875,0.089,0.947,365467,11,1,118.880997,4
-1,46h3AWYLsNl32Hn0gPCCLT,Bonafied Lovin - +Tough Guys Interlude,Fancy Footwork,0.0114,0.743,0.855,0.453,0.158,-3.864,0.048,0.92,271600,11,1,125.214996,4
-1,47lg2VjLtUlHr7imOjo8KU,Under the Sea / Flyers Drive,The Fearless Flyers,0.153,0.606,0.916,0.927,0.213,-10.132,0.0458,0.962,141335,5,1,108.563004,4
-1,48gWTpAlEs2v2g7KnaFWaE,Signed Sealed Delivered,The Fearless Flyers,0.000102,0.528,0.942,0.884,0.0548,-7.809,0.0837,0.785,152199,10,0,146.255005,4
-1,48i055G1OT5KxGGftwFxWy,"Oh, Pretty Woman","Oh, Pretty Woman",0.715,0.619,0.603,0,0.0721,-9.481,0.0342,0.958,178933,9,1,127.431999,4
-1,48wH8bAxvBJO2l14GmNLz7,Wait for the Moment,My First Car,0.501,0.773,0.36,0.00409,0.0823,-9.722,0.0955,0.681,230677,0,1,79.207001,4
-1,4aa9YfVVcVO3gQ9rHVHHNu,Outro,Vollmilch,0.00149,0.473,0.663,0.873,0.0874,-7.036,0.0354,0.626,275849,1,1,152.753998,4
-1,4aBiGqTiHfKKoBPmuyo3jE,Dr. Funk,The Main Squeeze,0.429,0.635,0.688,1E-06,0.252,-3.952,0.108,0.746,228960,4,0,102.064003,4
-1,4AboqNl74jNDpJhPfqYDmj,Your Love Is My Drug,Animal,0.0049,0.829,0.607,0,0.0986,-3.876,0.0897,0.766,187067,1,1,120.043999,4
-1,4AKUOaCRcoKTFnVI9LtsrN,White Gloves,The Universe Smiles Upon You,0.707,0.635,0.3,0.829,0.574,-13.957,0.0285,0.772,218307,2,0,91.452003,4
-1,4aVuWgvD0X63hcOCnZtNFA,Hold the Line,Toto,0.0397,0.494,0.698,0.00634,0.152,-12.049,0.0553,0.778,235800,6,0,95.842003,4
-1,4bTRpVVclyqCIRbtf1g2pm,Snow,"Christmas Collection, Vol. 1",0.859,0.513,0.183,0,0.101,-11.356,0.0693,0.341,205393,1,1,110.856003,1
-1,4BWBbJ9MKpnt30SFYEomzJ,Lighters,Hell: The Sequel (Deluxe),0.351,0.643,0.663,0,0.127,-8.237,0.265,0.181,303531,0,1,90.079002,4
-1,4c6vZqYHFur11FbWATIJ9P,There She Goes,The La's,0.013,0.533,0.761,0.829,0.207,-10.632,0.0298,0.917,162187,7,1,122.777,4
-1,4CoSCPlKNrWli7E5kFtbcl,Little Lies - 2017 Remaster,Tango In the Night (Deluxe),0.216,0.64,0.649,8.3E-05,0.0551,-10.345,0.0264,0.865,221053,2,1,124.824997,4
-1,4dWjQ3wEfW6KPaaxCoaPH4,Backseat (feat. The Cataracs & Dev),Too Cool To Care,0.0693,0.595,0.923,0,0.505,-3.449,0.144,0.782,224093,7,1,125.028999,4
-1,4dwUJK6Za2KRrj8z0BM2Ab,El Chepe,The Beautiful Game,0.538,0.733,0.569,0.881,0.278,-12.979,0.0957,0.913,288147,5,1,81.559998,4
-1,4e08pw7zx960s87THzGYtG,Going The Distance - 2006 Digital Remaster,Rocky Balboa: The Best Of Rocky,0.575,0.492,0.672,0.817,0.0865,-6.318,0.0359,0.259,159933,9,0,91.163002,4
-1,4Ek5wuxuDrHtf04j3qXQCG,Reflection,Celeste (Original Soundtrack),0.552,0.368,0.639,0.9,0.122,-9.641,0.036,0.194,354092,7,1,131.988007,4
-1,4ePP9So5xRzspjLFVVbj90,Two Princes,Pocket Full Of Kryptonite,0.00162,0.543,0.912,2E-06,0.0565,-10.71,0.0601,0.836,256733,7,1,103.731003,4
-1,4fPBB44eDH71YohayI4eKV,You Only Live Once,First Impressions Of Earth,0.0238,0.63,0.908,0.592,0.116,-2.42,0.0326,0.968,189227,11,1,120.522003,4
-1,4fzyvSu73BhGvi96p2zwjL,Christmas Lights,Christmas Lights,0.131,0.312,0.418,0.000679,0.0836,-9.146,0.0296,0.237,242496,7,1,130.794998,4
-1,4G8gkOterJn0Ywt6uhqbhp,Radioactive,Night Visions,0.106,0.448,0.784,0.000108,0.668,-3.686,0.0627,0.236,186813,9,1,136.244995,4
-1,4gmhjAsvL6c7se2PBh7dHw,Spring 1,"Recomposed By Max Richter: Vivaldi, The Four Seasons",0.528,0.706,0.343,0.916,0.362,-12.245,0.0404,0.16,151507,1,0,105.544998,3
-1,4HBMnZFquWVTATSjTABueZ,The Chairman Dances (Foxtrot for Orchestra),The Chairman Dances,0.908,0.305,0.31,0.695,0.0574,-19.617001,0.0355,0.24,745933,7,1,154.774994,3
-1,4I4aQGNJ2HufloNtB65nxR,That's Amore,"Dean Martin: The Capitol Recordings, Vol. 4 (1952-1954)",0.782,0.471,0.146,0,0.0888,-13.6,0.0309,0.595,190400,10,1,78.554001,4
-1,4IBwgoDpNG2p7EouVtFw0E,Venice Venture,Venice Venture,0.0954,0.744,0.756,0.698,0.893,-7.72,0.13,0.364,220865,9,1,160.981003,4
-1,4j4pPKE3xAblPIbhxScC1j,Rawnald Gregory Erickson the Second,Starfucker,0.229,0.9,0.538,0.843,0.287,-7.879,0.0343,0.713,173693,7,1,95.508003,4
-1,4jiDlge6mWpnbc7xldl6jv,Ace of Aces,The Fearless Flyers,0.0426,0.721,0.848,0.95,0.15,-9.67,0.0648,0.896,124565,6,0,105.605003,4
-1,4jnVPi8F0rfbcGbEBuHpRU,Warned You,Shawcross,0.745,0.53,0.364,0.198,0.127,-8.697,0.0246,0.406,134486,6,1,137.936996,4
-1,4JsKup7v4h4xkpcI6Yy2Fo,Camelblues,Yawn Zen,0.947,0.594,0.304,0.198,0.0933,-15.353,0.029,0.13,152985,9,0,79.994003,4
-1,4MaG78ltOSY9LBaMPmwNPP,Testarossa Nightdrive,Teddy Boy - EP,0.0318,0.505,0.966,0.884,0.416,-8.186,0.06,0.472,208827,1,1,130.078995,4
-1,4Musyaro0NM5Awx8b5c627,The Man Who Can't Be Moved,The Script,0.425,0.609,0.629,0,0.0978,-5.024,0.0264,0.325,241467,10,1,99.955002,4
-1,4NtUY5IGzHCaqfZemmAu56,Dancing Queen,Arrival,0.382,0.539,0.884,0.00166,0.76,-6.53,0.0403,0.752,230693,9,1,100.811996,4
-1,4P73ZBrXOmsZA6WXsuxUC1,Got It,Sway,0.0603,0.82,0.446,0.27,0.0437,-8.183,0.0532,0.561,191947,4,0,81.982002,4
-1,4PBwdyShAwdvMqs9JyIziC,The Midnight Tango,Blow Your Own Horn,0.0587,0.754,0.472,0.885,0.0506,-12.212,0.0952,0.942,249670,0,1,76.959999,4
-1,4QlzkaRHtU8gAdwqjWmO8n,Friday I'm In Love,Wish,0.00144,0.543,0.742,6.7E-05,0.375,-12.613,0.0357,0.529,215160,0,0,136.210999,4
-1,4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,All That We Needed,0.872,0.657,0.291,0,0.114,-10.572,0.0293,0.298,232533,2,1,103.973,4
-1,4rHhkKyZ0DV97uAmIwQdVU,"Woof, Pt. 1",I Love U,0.586,0.614,0.487,0.0411,0.336,-10.316,0.174,0.917,84156,5,0,153.886002,4
-1,4RupsdcAf5jFqlN9S8TOVe,Never Gonna Give You Up,Star Funk,0.478,0.564,0.423,0,0.12,-9.841,0.12,0.288,187455,10,0,115.235001,3
-1,4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),0.372,0.638,0.8,0.00553,0.113,-12.077,0.0572,0.569,251489,7,1,112.055,4
-1,4rwpZEcnalkuhPyGkEdhu0,Scary Monsters And Nice Sprites,Scary Monsters and Nice Sprites EP,0.00336,0.523,0.944,0.557,0.119,-3.581,0.0837,0.324,243354,7,0,139.996994,4
-1,4tWWrRalLNgbtHvZdX0F1f,Bower,Bower,0.295,0.629,0.696,0.917,0.0942,-6.347,0.0339,0.947,124186,11,0,85.980003,4
-1,4tZIHyRe46VpgRYMJWcqPO,The Mission: Gabriel's Oboe,Yo-Yo Ma Plays Ennio Morricone (Remastered),0.978,0.161,0.261,0.902,0.134,-13.907,0.0376,0.0477,192067,2,1,70.281998,5
-1,4UlpoTwrEViT50unbs2bOa,I'll Be Stoned For Christmas,I'll Be Stoned For Christmas,0.192,0.471,0.839,0,0.35,-6.249,0.0367,0.832,220674,2,1,120.003998,4
-1,4usVYcPlxRgRet6YashdCJ,Fire In The Hole,Can't Buy A Thrill,0.528,0.619,0.438,0.000869,0.0623,-13.139,0.0359,0.541,208093,3,1,73.122002,4
-1,4UVIFaLeqgi4aAUWeStoMu,Pizza Guy,Pizza Guy / Show Me,0.00213,0.629,0.81,0.653,0.264,-5.101,0.0264,0.287,349413,4,0,105.996002,4
-1,4w3tQBXhn5345eUXDGBWZG,9 to 5,9 To 5 And Odd Jobs,0.416,0.554,0.783,2E-06,0.631,-5.852,0.0457,0.813,162467,6,1,105.389999,4
-1,4Ys8jQvZOISzmp34BsImRf,Washing Machine Heart,Be the Cowboy,0.00999,0.617,0.821,0.494,0.426,-4.085,0.026,0.581,128199,9,1,106,4
-1,4zh10XoMG8T72WeOoGu69O,Winter 1,"Recomposed By Max Richter: Vivaldi, The Four Seasons",0.738,0.485,0.616,0.892,0.305,-12.126,0.0826,0.483,180560,5,0,149.037994,4
-1,500P4ySutmm59pWuZNGOS3,"Poems from Tang: No. 4, Song of Eight Unruly Tipsy Poets",New Impossibilities (Remastered),0.873,0.43,0.242,0.208,0.696,-15.811,0.114,0.0696,442613,1,1,124.828003,1
-1,50CgC2wKmbWm4WLQKY87oP,In Motion,The Social Network,0.696,0.618,0.638,0.911,0.12,-12.241,0.035,0.356,296771,7,1,124.003998,4
-1,51ByBFGImDW2kURCf4qeuJ,The Island Saints,The Island Saints,0.725,0.776,0.33,0.223,0.0892,-17.034,0.049,0.179,227675,0,1,116.030998,4
-1,53G729jc38JTStNPNX4dF1,Nothing in Return,Nothing in Return,0.551,0.672,0.739,0.046,0.182,-5.747,0.0695,0.685,232200,11,0,100.003998,4
-1,55GxhCTq6SY3tFTVh7z1nR,Dancing In The Moonlight,Dancing In The Moonlight,0.685,0.655,0.709,0,0.307,-5.246,0.0375,0.68,178046,10,1,136.149002,4
-1,58HemMGxAnAVkRMtzm7miy,Business Casual (feat. Coco O.),Mr Finish Line,0.0625,0.632,0.488,1.3E-05,0.528,-8.694,0.343,0.832,183504,1,1,101.117996,4
-1,59vHASOlLPZ6M3kFVoS6I5,It Gets Funkier IV,Hill Climber,0.0326,0.684,0.95,0.877,0.11,-9.473,0.124,0.325,196162,1,1,125.474998,4
-1,5aZCwTIsfqv22p5bewcrgf,Derezzed,TRON: Legacy,0.00159,0.536,0.616,0.773,0.195,-10.019,0.0488,0.101,104120,1,1,119.987999,4
-1,5BSndweF91KDqyxANsZcQH,Ho Hey,The Lumineers,0.794,0.685,0.466,2E-06,0.0915,-9.074,0.0304,0.353,163133,0,1,79.935997,4
