id,name,album,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,duration,key,mode,tempo,time_sig,decade
1jdNcAD8Ir58RlsdGjJJdx,Ho Hey,The Lumineers,0.779,0.685,0.474,1E-06,0.149,-9.105,0.0313,0.36,161227,0,1,79.990997,4,1
35aNHKBZWXXbL9KQK7O5Nk,Hurricane,Secondhand Rapture,0.231,0.564,0.68,0.000179,0.247,-6.487,0.0357,0.262,226373,2,1,89.938004,4,1
7HqtFBLJcilvyUuMav4Y5W,Believe,Believe,0.0343,0.366,0.685,0.0248,0.232,-5.91,0.0437,0.369,220867,11,0,113.706001,4,1
12REd1n8PeiHHWOh066tpr,Never Be Like You,Skin,0.436,0.494,0.559,0,0.164,-5.445,0.0565,0.264,233337,0,1,119.247002,4,1
7jDrXytETzwnohhLL3J1A0,Suit & Tie,The 20/20 Experience - The Complete Experience,0.103,0.795,0.596,0,0.164,-3.799,0.219,0.357,326280,11,0,101.985001,4,1
69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,A Head Full Of Dreams,0.00205,0.638,0.924,0.000173,0.149,-3.887,0.0359,0.529,263787,7,1,111.995003,4,1
60CirPlTOEWOUBus7HxV3B,Radioactive,Come Around Sundown (Expanded Edition),0.00877,0.408,0.925,0.000454,0.12,-4.88,0.0533,0.361,206187,5,1,126.404999,4,1
1fzJyTCKeZuTSLByCsLRHl,Safe and Sound,In A Tidal Wave Of Mystery,0.000176,0.655,0.819,0.00374,0.104,-4.852,0.0316,0.766,192790,0,1,117.956001,5,1
4PvD06Pmbm2rHG2JjSlElF,Beggin For Thread,Goddess (Deluxe),0.00101,0.597,0.696,0.0735,0.255,-6.196,0.0278,0.397,249740,5,0,107.959999,4,1
6t6oULCRS6hnI7rm0h5gwl,Some Nights,Some Nights (Spotify Exclusive),0.0178,0.672,0.738,6.7E-05,0.0927,-7.045,0.0506,0.392,277040,0,1,107.938004,4,1
1ADciGUxOaUbBFd0rpYx7d,You And I,Born This Way (International Special Edition Version),0.0892,0.521,0.701,0,0.0876,-5.238,0.0458,0.518,307360,2,1,127.086998,4,1
51ODNNDZm21HU7wI7cccRr,Latch,Settle (Special Edition),0.0159,0.503,0.727,9.4E-05,0.0895,-5.456,0.167,0.521,255632,1,1,121.985001,4,1
4eLSCSELtKxZwXnFbNLXT5,On Top Of The World,Night Visions (Deluxe),0.0818,0.507,0.923,5E-06,0.0951,-5.581,0.173,0.768,189840,0,1,99.251999,4,1
5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,Starboy,0.426,0.773,0.819,0,0.0679,-5.946,0.118,0.585,269187,0,0,92.989998,4,1
24n5tZm9XnaoNAkcW5NC5B,Sexual,Sexual,0.0692,0.797,0.567,0,0.0705,-7.503,0.0651,0.843,188889,2,1,108.024002,4,1
6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",0.0123,0.667,0.83,0,0.191,-5.715,0.0749,0.701,236002,0,1,113.029999,4,1
7i9mpmiDjJaemfUHDI7lBP,Do You Remember,Jarryd James EP,0.169,0.662,0.334,0.000458,0.124,-10.012,0.0584,0.315,234427,1,0,72.014,4,1
4sQMalN597HdggTu196aL0,Say It (feat. Tove Lo),Skin,0.0668,0.598,0.532,3E-06,0.0617,-6.833,0.0295,0.261,262521,3,0,74.962997,4,1
7B8SfUWT3a9W3cBrW4DAWb,Take The World By Storm,Lukas Graham (Blue Album),0.0287,0.602,0.86,0,0.113,-4.166,0.0815,0.555,191784,10,0,175.858994,4,1
23khhseCLQqVMCIT1WMAns,Magic,Ghost Stories,0.0262,0.738,0.483,0.616,0.106,-8.915,0.0403,0.355,285014,6,0,93.458,4,1
4AOpEhqA7zHxQjkHmRrAp7,This Girl - Kungs Vs. Cookin' On 3 Burners,This Girl (Kungs Vs. Cookin' On 3 Burners),0.0807,0.79,0.705,4.8E-05,0.251,-4.684,0.0383,0.501,195561,0,0,121.969002,4,1
7L5jgZtAyfiU7elB8DIqCx,Cake By The Ocean,Cake By The Ocean,0.163,0.774,0.748,0,0.0516,-5.478,0.0509,0.914,218440,4,0,119.009003,4,1
40ogYHQCVmrUJ2jCiM2odT,I Follow Rivers - The Magician Remix,I Follow Rivers (Remixes),0.0192,0.786,0.709,0.00118,0.0845,-5.737,0.0395,0.285,281107,9,0,122.018997,4,1
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)",0.185,0.673,0.886,0,0.0826,-4.44,0.0431,0.795,216773,1,0,97.012001,4,1
0Zx8khUcEfCFK2AEoIhC92,Don't Leave,Don't Leave,0.222,0.657,0.703,0,0.256,-3.402,0.0753,0.338,214693,1,1,122.380997,4,1
7EHv6Eb7nQOXhO0BW5gytT,Bloodsport '15,Bloodsport '15,0.023,0.591,0.559,0,0.0916,-6.319,0.0714,0.348,259133,6,0,92.393997,4,1
2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight,Whatever,0.0764,0.686,0.783,0,0.163,-4.977,0.119,0.814,200467,4,1,99.977997,4,1
7vHshinTU8161w69EPbabY,Younger - Kygo Remix,Pretend,0.13,0.69,0.489,0.00022,0.0815,-7.938,0.0788,0.645,351579,5,1,114.008003,4,1
66tp0via6Y611lKmaLGHG1,Hold My Hand,Pop Party 15,0.00219,0.649,0.814,0,0.0885,-5.688,0.0295,0.435,227493,0,1,123.014999,4,1
6HTJZ0TQJVMSKkUGzAOe2h,Old Thing Back (feat. Ja Rule and Ralph Tresvant),Old Thing Back (feat. Ja Rule and Ralph Tresvant),0.194,0.805,0.858,8E-06,0.256,-3.067,0.105,0.523,321649,0,1,97.032997,4,1
3ViG53I02hn2DmNybJXZ1h,Every Teardrop Is A Waterfall,Every Teardrop Is A Waterfall,0.00152,0.431,0.739,0.00249,0.0931,-6.994,0.0387,0.329,242416,9,1,118.025002,4,1
0FuTx2s3YH1ppmtiM6l0zI,September Song,September Song,0.0545,0.623,0.654,0,0.0838,-5.675,0.0372,0.401,220291,0,0,95.920998,4,1
6k1I9gABiasGZiWWAosAEb,Strong,If You Wait (Deluxe Version),0.728,0.352,0.389,2.1E-05,0.077,-11.633,0.0424,0.259,275440,10,1,69.999001,4,1
0qRZ9ydGdzeVk3S01pLGoJ,You & Me,You & Me,0.0362,0.687,0.645,0,0.201,-8.38,0.19,0.619,218480,1,1,84.925003,4,1
4ycLiPVzE5KamivXrAzGFG,Fuck You,The Lady Killer,0.129,0.69,0.834,0,0.136,-5.79,0.0566,0.738,222933,0,1,127.43,4,1
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,0.0384,0.72,0.791,0,0.157,-4.689,0.124,0.756,175427,1,1,102.070999,4,1
6b8Be6ljOzmkOmFslEb23P,24K Magic,24K Magic,0.034,0.818,0.803,0,0.153,-4.282,0.0797,0.632,225983,1,1,106.970001,4,1
7jDe24vXWUNX8Jl2hZHrIS,High Hopes,In A Perfect World (Deluxe),0.577,0.488,0.487,0,0.193,-6.371,0.0307,0.217,230267,4,1,77.344002,4,1
4qqArAiTPueDxIp7cf87h7,Final Song,Final Song,0.014,0.695,0.672,8.4E-05,0.0756,-6.109,0.0345,0.245,235827,1,0,104.987999,4,1
54fyVsVauzPwruLvGnBe3i,Hello,Hello,0.011,0.66,0.969,0.00225,0.116,-3.63,0.0346,0.48,191627,3,1,127.988998,4,1
7rlCeTnjn0plPZkVAcctPZ,Bills,Bills,0.274,0.699,0.747,0,0.486,-3.453,0.0964,0.683,204600,5,1,126.000999,4,1
3gbBpTdY8lnQwqxNCcf795,Pompeii,Bad Blood,0.0755,0.679,0.715,0,0.271,-6.383,0.0407,0.571,214148,9,1,127.434998,4,1
5b88tNINg4Q4nrRbrCXUmg,"Happy - From ""Despicable Me 2""",G I R L,0.219,0.647,0.822,0,0.0908,-4.662,0.183,0.962,232720,5,0,160.018997,4,1
0AfYeE3bfJRcq9J2hUJXmM,How to Be a Heartbreaker,How To Be A Heartbreaker,0.0142,0.69,0.897,0,0.108,-4.696,0.0506,0.849,221493,11,0,140.050003,4,1
02GjIfCpwttPAikjm5Hwcb,Good Time,Good Time,0.0261,0.556,0.904,3.7E-05,0.288,-4.19,0.177,0.724,206987,3,1,126.024002,4,1
6cREm4bV7V79Yxdilx9HDo,Once In a While,Once In a While,0.00758,0.786,0.687,0,0.619,-5.914,0.141,0.345,215160,0,1,105.021004,4,1
3853uIOwh2L9F8TkDd1F49,Lay It All On Me (feat. Ed Sheeran),Lay It All On Me (feat. Ed Sheeran),0.141,0.669,0.747,0,0.185,-7.108,0.0428,0.483,242440,6,1,122.530998,4,1
2PwXOevGUSkU8qaYZjgLq2,All I Want,In A Perfect World,0.172,0.209,0.412,0.15,0.0843,-9.733,0.0443,0.162,305747,0,1,86.260002,3,1
1GYjMhOZ4sLd3xGvelcsi3,Adorn,Kaleidoscope Dream,0.0543,0.625,0.576,4.1E-05,0.187,-5.693,0.175,0.235,193147,11,0,179.063004,4,1
13P5rwmk2EsoFRIz9UCeh9,Cool Kids,Talking Dreams (Deluxe Version),0.0372,0.719,0.671,8E-06,0.12,-6.279,0.0336,0.786,237627,8,1,130.026993,4,1
7tmtOEDxPN7CWaQWBsG1DY,Hold Back The River,Chaos And The Calm,0.0526,0.715,0.715,0,0.0936,-7.364,0.0904,0.506,238747,5,1,134.923004,4,1
4Qrxdjj3nFhjrqcnUU5r6a,Shine,Communion (Deluxe),0.189,0.667,0.716,0,0.104,-5.21,0.0349,0.493,255507,1,0,108.001999,4,1
4r8hRPbidDIoDPphxi78aY,I Got U,I Got U,0.00364,0.653,0.756,0.00651,0.089,-7.794,0.0366,0.42,285596,0,1,120.82,4,1
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,24K Magic,0.013,0.853,0.56,0,0.0944,-4.961,0.0406,0.86,206693,1,1,134.065994,4,1
5PUawWFG1oIS2NwEcyHaCr,Uma Thurman,American Beauty/American Psycho,0.119,0.623,0.956,0.000227,0.617,-2.608,0.0753,0.739,211573,4,0,149.957993,4,1
3KzgdYUlqV6TOG7JCmx2Wg,"Beyond the Sea","That's All",0.723000,0.521000,0.516000,0.000000,0.257000,-7.456000,0.036900,0.569000,172480,2,0,136.483002,4,2
4tmy6FB76bR5eLmx0zO1mn,"Pennies From Heaven","The Call Of The Wildest",0.452000,0.515000,0.408000,0.000000,0.068200,-11.960000,0.194000,0.915000,141667,8,1,185.766998,4,2
2WaYW84yWij5NSCpgSeU2R,"You Make Me Feel So Young - Remastered 1998","Songs For Swingin' Lovers! (Remastered)",0.383000,0.577000,0.306000,0.000000,0.180000,-11.559000,0.042700,0.568000,177400,9,1,125.166000,4,2
0F845nujLVqCb0XMZCh5Pc,"I Fall In Love Too Easily - Vocal Version","Chet Baker Sings",0.940000,0.532000,0.065700,0.004880,0.094600,-19.136000,0.040600,0.292000,201440,0,0,128.606995,4,2
6bnFjTW3EnMG4BwreDnSHK,"Mr. Blue","Come Softly To Me: The Very Best Of The Fleetwoods",0.931000,0.374000,0.088900,0.000007,0.111000,-17.475000,0.035600,0.211000,145133,4,1,96.677002,4,2
0XsbCr34semDxq0ZX84BCh,"Easy Living","Billie Holiday Love Songs",0.985000,0.632000,0.134000,0.001260,0.285000,-17.028999,0.053200,0.618000,180930,8,1,89.087997,4,2
2xNDO4i0qxmkxYptUbxYpx,"Blue Skies","PAN AM: Music From and Inspired By The Original Series (From the Pan Am Soundtrack)",0.892000,0.464000,0.391000,0.000000,0.052100,-5.115000,0.048300,0.649000,226213,0,1,158.893997,4,2
1krJjodZxgpjs6luOlB9uO,"That's Life","That's Life",0.527000,0.432000,0.443000,0.000000,0.404000,-14.143000,0.081200,0.651000,187040,2,1,139.725998,4,2
4gFlHAye7To29Fs4UszQUH,"I Get Along Without You Very Well (Except Sometimes)","Chet Baker Sings",0.922000,0.442000,0.033000,0.000171,0.151000,-23.063000,0.041000,0.210000,179640,10,1,103.339996,3,2
5TiUTAPurormiQX9gE0CAQ,"Sh-Boom - Single Version","Atlantic 60th: At The Hop",0.851000,0.667000,0.467000,0.000000,0.272000,-8.991000,0.049900,0.905000,144320,5,1,136.675995,4,2
2yOXKIU9YtBSWjI3OA8tqj,"Little Bitty Pretty One","Little Bitty Pretty One",0.777000,0.706000,0.883000,0.000002,0.056200,1.085000,0.240000,0.887000,143067,8,1,88.350998,4,2
3vFVS2WYHDG4KkWCNecvpn,"Dream A Little Dream Of Me","Ella & Friends",0.918000,0.455000,0.167000,0.000000,0.173000,-13.613000,0.073900,0.404000,185067,0,1,76.117996,4,2
4hHbeIIKO5Y5uLyIEbY9Gn,"Come Fly With Me - Remastered","Come Fly With Me (Remastered)",0.845000,0.574000,0.338000,0.000000,0.165000,-11.376000,0.042000,0.493000,199093,6,1,67.008003,4,2
3YdKJzcoMZMacISlpY4QoP,"I Only Have Eyes For You","Flamingo Serenade",0.916000,0.552000,0.313000,0.001700,0.120000,-12.410000,0.029600,0.303000,202773,5,1,88.554001,3,2
3aSWQJcWnnqgwYbAgidvlV,"I Can't Help Myself (Sugar Pie, Honey Bunch)","The Definitive Collection",0.204000,0.686000,0.714000,0.000000,0.059200,-4.809000,0.028700,0.964000,163680,0,1,126.736000,4,2
5VKURKW25ync9ffIg6UqRa,"Ain't No Mountain High Enough","Greatest Hits",0.251000,0.677000,0.837000,0.000000,0.130000,-6.494000,0.065900,0.649000,148773,0,1,129.322006,4,2
79fXdfpOPGaXO1gfdq2onl,"All of Me","Billie Holiday Love Songs",0.978000,0.507000,0.067700,0.000027,0.132000,-13.766000,0.040600,0.355000,181827,2,0,105.392998,5,2
4tsUpfcr6bSM4PIIFQGkQF,"I've Got The World On A String","Ultimate Sinatra",0.809000,0.569000,0.372000,0.000000,0.300000,-7.022000,0.051500,0.500000,129813,2,1,123.411003,4,2
0qr0ke13nP7fWaiEl3fWv2,"Mr. Frustration Man","Grim Fandango Remastered (Original Soundtrack)",0.534000,0.641000,0.111000,0.768000,0.131000,-19.131001,0.037600,0.250000,137782,9,1,117.915001,4,2
6pPr1KLZit9FgFNhp7xE5m,"Cheek To Cheek","Ella & Louis (Classics International Version)",0.588000,0.648000,0.306000,0.000000,0.252000,-13.395000,0.088300,0.661000,351893,0,1,122.027000,4,2
6qfIne1xNg5GDcmg73x0N8,"Everyday - Single Version","Buddy Holly",0.584000,0.747000,0.219000,0.000026,0.107000,-12.562000,0.037100,0.498000,129120,3,1,135.561996,4,2
29YcYtqUNLWaYvGVGdYtZy,"Devil Woman - 2001 Remastered Version","I'm Nearly Famous",0.273000,0.706000,0.686000,0.006470,0.160000,-8.234000,0.049800,0.837000,217373,0,1,116.759003,4,2
5FuMDE0bT8sDzBIHiCVGe7,"Chicago","Ultimate Sinatra",0.651000,0.486000,0.508000,0.000000,0.359000,-7.101000,0.046100,0.809000,133093,5,1,147.578003,4,2
2DifRe6kiKZjeB1IqFl2jJ,"Pink Shoe Laces","Pink Shoe Laces",0.678000,0.758000,0.587000,0.000000,0.324000,-10.462000,0.107000,0.882000,145160,5,0,85.809998,4,2
7fPOOCejoBt3dIm6UcEdm8,"You Send Me","Sam Cooke",0.945000,0.538000,0.226000,0.000000,0.125000,-13.817000,0.028800,0.553000,163560,4,0,96.950996,4,2
4J7VWj4ibCSw3tCiRKpypm,"Shout","Pure... '50s",0.725000,0.458000,0.890000,0.000000,0.833000,-5.736000,0.084100,0.609000,272560,10,1,137.382004,4,2
6dAG4jFPsR4zb2kRhYq3IA,"Sh-Boom - Life Could Be A Dream - Sh-Boom","Life Could Be A Dream",0.860000,0.681000,0.236000,0.000000,0.246000,-12.223000,0.080400,0.530000,168893,2,0,128.350006,4,2
5OkKOkdVTKFrYi6GWXkMzR,"Volare (Nel Blu Di Pinto Di Blu) - Remastered","This Is Dean Martin",0.880000,0.612000,0.144000,0.000000,0.203000,-12.204000,0.035200,0.343000,181627,6,0,128.628998,4,2
3Gblk9QbHafPg1mk76OSsh,"Come Softly to Me","The Fleetwoods Greatest Hits",0.916000,0.618000,0.145000,0.004350,0.156000,-14.160000,0.033900,0.713000,145659,1,1,122.950996,4,2
2g2GkH3vZHk4lWzBjgQ6nY,"(What A) Wonderful World","The Man Who Invented Soul",0.627000,0.691000,0.507000,0.000000,0.457000,-10.230000,0.034300,0.885000,125440,11,1,128.518005,4,2
1hSlBR0fAUCyB7jNtztE1s,"I've Got You Under My Skin","Ultimate Sinatra",0.508000,0.585000,0.371000,0.000000,0.095700,-7.398000,0.036000,0.625000,222147,1,1,127.289001,4,2
0QGwOFQChzflLAmPq5NwKo,"A Teenager In Love","Presenting Dion And The Belmonts",0.671000,0.555000,0.377000,0.000000,0.128000,-9.123000,0.029500,0.619000,158253,1,1,78.986000,4,2
78VG6M1i7JQXBdygmWFwye,"Everybody Loves Somebody","The Reprise Years",0.806000,0.260000,0.490000,0.000000,0.336000,-9.121000,0.041500,0.399000,161640,3,0,80.598999,4,2
4wWsQBbp4C6wVxp5zsc55C,"Papa Loves Mambo","Grammy's Songs (Original Songs Remastered)",0.495000,0.676000,0.651000,0.000010,0.285000,-5.015000,0.075500,0.806000,161958,0,1,81.272003,4,2
4FlYcJnfkeBpowEHJ72Bmt,"Rockin' Robin","Rockin' Robin",0.298000,0.541000,0.608000,0.000000,0.234000,-13.083000,0.106000,0.938000,160080,7,1,171.992004,4,2
43HMAJX4Uh9b1ifHUm0KqQ,"Dream Lover","Runaround Sue (Original Album Plus Bonus Tracks)",0.492000,0.380000,0.520000,0.000000,0.149000,-10.133000,0.034600,0.883000,140013,0,1,71.817001,4,2
1KLpjQFgubHI3GkAICCNH3,"Dream Lover","The Ultimate Bobby Darin",0.715000,0.526000,0.774000,0.000000,0.437000,-1.692000,0.045900,0.715000,150706,5,1,131.714996,4,2
5P11rW6aJErF37MTfRZS31,"Hallelujah I Love Her So","Ray Charles (aka Hallelujah I Love Her So)",0.792000,0.696000,0.547000,0.000000,0.155000,-5.954000,0.169000,0.623000,155507,5,0,73.203003,4,2
48vyMzxhAKQPdml8kjpeIv,"Tequila","Tequila (Singles 1958 - 1960)",0.113000,0.663000,0.769000,0.752000,0.042200,-9.245000,0.042300,0.879000,134893,5,1,89.539001,4,2
47O5lXcK78Z3TIiGzuc18l,"Mr. Sandman","The Chordettes",0.850000,0.626000,0.535000,0.000000,0.056100,-4.441000,0.044300,0.671000,144200,9,1,108.804001,4,2
6RrXd9Hph4hYR4bf3dbM6H,"My Girl","The Temptations Sing Smokey",0.635000,0.572000,0.418000,0.000000,0.096100,-10.738000,0.034900,0.694000,165000,0,1,104.566002,4,2
1duCPx5TGotRzzWdodsHt1,"I'm Old Fashioned - Remaster/1997","Triple Best Of",0.961000,0.494000,0.131000,0.769000,0.074900,-14.475000,0.034700,0.355000,476752,0,0,79.105003,4,2
7ug64GaTtj2CP1K3qiU9IG,"Blue Moon","Complete 50s Singles Collection",0.957000,0.305000,0.073000,0.728000,0.111000,-24.726999,0.056400,0.207000,161200,9,0,176.520004,4,2
3E5ndyOfO6vFDEIE42HA8o,"Mack the Knife","That's All",0.760000,0.549000,0.529000,0.000000,0.206000,-12.291000,0.108000,0.464000,184333,3,0,82.754997,4,2
2WIRY7DKGxrf5lCiCYwTEJ,"When You're Smiling/The Sheik Of Araby - Remastered","Capitol Collectors Series",0.420000,0.627000,0.597000,0.000000,0.059100,-11.822000,0.076600,0.867000,238093,3,1,117.654999,4,2
4JozHIQp7ZuG9RGgCJCmzl,"Drinkin' Wine Spo-Dee-O-Dee","The Essential Jerry Lee Lewis [The Sun Sessions]",0.749000,0.540000,0.696000,0.000260,0.116000,-8.911000,0.034700,0.781000,153773,0,1,94.055000,4,2
5Z0Gjyykj0o7qpFrMVBUk2,"Please Mr. Postman","Because I Love Him",0.562000,0.797000,0.581000,0.000000,0.291000,-10.787000,0.032600,0.961000,148867,2,1,121.426003,4,2
5MdHvAvlmQJ3JHIvIK9uXz,"Java","King Of Bourbon Street",0.803000,0.679000,0.721000,0.893000,0.088000,-10.360000,0.053500,0.963000,119133,1,1,92.430000,4,2
2DpJ9T2RVRanZcYFHKOAfA,"Put Your Head On My Shoulder","The Very Best Of Paul Anka",0.747000,0.547000,0.335000,0.000000,0.101000,-9.200000,0.030700,0.474000,154733,4,0,115.837997,3,2
2hEwjc5DZVPcC4cVVBuMr5,"(You're The) Devil In Disguise","Elvis' Gold Records, Vol. 4",0.481000,0.483000,0.579000,0.001410,0.242000,-13.923000,0.116000,0.891000,140680,5,1,122.527000,4,2
0tk8p69r1Ed2OuqiXxHdAQ,"The Wanderer","The Best Of Dion & The Belmonts",0.535000,0.577000,0.463000,0.000028,0.426000,-12.085000,0.048000,0.843000,155587,2,1,115.524002,4,2
6lYeYgSkWh6TZDQy6YZuvG,"Just A Gigolo - Remastered","Capitol Collectors Series",0.597000,0.525000,0.403000,0.000000,0.056500,-11.987000,0.094500,0.718000,283200,8,1,125.186996,4,2
0NpvdCO506uO58D4AbKzki,"Sherry","The Very Best Of Frankie Valli & The 4 Seasons",0.626000,0.703000,0.478000,0.000000,0.113000,-8.062000,0.044100,0.734000,152160,7,1,117.561996,4,2
4ZfQwNx3FlCN07cnUvekh3,"Ain't That A Shame","Fats Domino Swings",0.767000,0.486000,0.501000,0.000076,0.067900,-8.570000,0.032600,0.942000,152200,4,1,122.893997,4,2
5WAPUAldIHRM28j5fUl1ak,"Love Potion No.9","Love Potion No. 9",0.555000,0.734000,0.590000,0.000000,0.142000,-7.807000,0.148000,0.782000,112280,7,1,128.817001,4,2
4fHDlIntTsRGSyTg5UYZYC,"Banana Boat (Day-O)","Calypso",0.885000,0.797000,0.105000,0.000116,0.108000,-16.881001,0.096900,0.419000,183133,1,1,122.544998,4,2
19qzSe9XbN4BdJdvxBK5Xl,"Sugar Sugar","Doogal",0.398000,0.754000,0.708000,0.000000,0.129000,-7.920000,0.027800,0.965000,168345,2,1,122.471001,4,2
4l9hml2UCnxoNI3yCdL1BW,"My Funny Valentine","Chet Baker Sings",0.941000,0.438000,0.007560,0.006430,0.109000,-26.440001,0.038200,0.277000,141133,0,0,133.320007,4,2
3nr6QXimwd9K4hpuFdgr6N,"I Left My Heart In San Francisco","The Definitive 60's (sixties)",0.949000,0.235000,0.244000,0.000025,0.134000,-12.106000,0.031200,0.149000,169747,0,1,169.738007,5,2
1DndHckdH9m5rp6gYP086b,"Runaround Sue","Runaround Sue",0.451000,0.364000,0.607000,0.000000,0.251000,-9.791000,0.125000,0.598000,171600,2,1,79.987000,4,2
1UzlJGnPQLCIDAHuKSjQQT,"Just In Time - Remastered/1998","Amore",0.652000,0.509000,0.265000,0.000000,0.125000,-11.918000,0.043800,0.587000,134640,7,0,126.879997,4,2
4hSgzQ2t90iIsp87XfyIKG,"Goody Goody","Frankie Lymon & The Teenagers Greatest Hits",0.651000,0.485000,0.627000,0.000000,0.318000,-6.227000,0.082100,0.959000,132800,8,1,176.893005,4,2
0H6tXlUxeEQm0VS6NqRPqQ,"Eddie My Love","Mr Sandman - All the Hits",0.819000,0.573000,0.145000,0.000000,0.132000,-11.883000,0.029600,0.387000,135027,9,1,108.375000,3,2
1Lcbch9sSQFYgQFz1LSoC0,"The Happy Organ","Happy Organ (Expanded Edition)",0.564000,0.652000,0.882000,0.120000,0.091900,-6.785000,0.033200,0.970000,125200,1,1,91.285004,4,2
0mTtWQ6A4zKzlDfUvXDmwe,"No Particular Place To Go","You Never Can Tell: His Complete Chess Recordings 1960 -1966",0.519000,0.606000,0.760000,0.000567,0.092500,-9.296000,0.042200,0.981000,162320,7,1,133.557999,4,2
40fD7ct05FvQHLdQTgJelG,"Splish Splash","Bobby Darin",0.385000,0.645000,0.943000,0.000000,0.370000,-1.526000,0.039300,0.965000,131720,0,1,147.768005,4,2
0DXm5n7SBxCED9ssTvrx2J,"Buona Sera - Remastered","Capitol Collectors Series",0.777000,0.547000,0.300000,0.000000,0.065300,-13.973000,0.107000,0.811000,187200,3,1,97.792000,4,2
2JoXjemDQe0fSmk26CpfrP,"Shake, Rattle And Roll - Single Version","Bill Haley's Greatest Hits",0.159000,0.671000,0.679000,0.000000,0.158000,-11.237000,0.142000,0.820000,150467,5,1,166.725998,4,2
6Mry3w9hqptYew7ien2027,"Guilty - 2001 Remastered Version","Amelie from Montmartre",0.969000,0.574000,0.189000,0.242000,0.079100,-12.122000,0.080100,0.597000,193000,9,0,121.661003,4,2
1pgksfixD2LzvfexbGtUOG,"Wives And Lovers","Mad Men: A Musical Companion (1960-1965)",0.706000,0.522000,0.658000,0.000000,0.335000,-8.036000,0.039500,0.540000,148707,0,0,128.231003,3,2
6xNwKNYZcvgV3XTIwsgNio,"Heartbreak Hotel","Elvis' Golden Records",0.840000,0.696000,0.210000,0.000002,0.107000,-11.922000,0.067000,0.717000,127560,4,1,93.542999,4,2
1kGHXhwTt4VTVCKb7lKvsp,"Angelina / Zooma Zooma","Wildest Show At Tahoe",0.729000,0.545000,0.664000,0.000004,0.227000,-9.143000,0.385000,0.875000,256200,1,1,129.550003,4,2
0jqr2lIlIU09FsuSOibDdA,"Money (That's What I Want)","The Very Best Of",0.342000,0.656000,0.840000,0.000000,0.108000,-7.349000,0.032300,0.954000,160267,5,1,132.335007,4,2
6N5x8O7jbXMENn4VZqHE2O,"Something's Got A Hold On Me - Single Version","Mad Men: A Musical Companion (1960-1965)",0.675000,0.474000,0.566000,0.000000,0.548000,-5.913000,0.113000,0.592000,166467,1,1,150.121994,4,2
6XAcmxPbCfMzLBvjBd2G0H,"Why Do Fools Fall In Love","Frankie Lymon & The Teenagers Greatest Hits",0.534000,0.430000,0.558000,0.000507,0.091400,-6.549000,0.084400,0.779000,140827,1,1,172.755997,4,2
02KpkaZbiutsR0ucxce4Sh,"This Will Be Our Year","Odessey And Oracle",0.626000,0.535000,0.424000,0.000000,0.191000,-7.491000,0.031400,0.539000,127733,9,1,97.505997,4,3
2CQRYn5cTD2B9a1ONjhTN2,"Wouldn't It Be Nice - Remastered","Pet Sounds (Original Mono & Stereo Mix Versions)",0.725000,0.396000,0.686000,0.000001,0.170000,-5.607000,0.034100,0.717000,145800,5,1,124.318001,4,3
1Dg4dFJr3HW7sbA7vPejre,"Eight Days A Week - Remastered 2009","Beatles For Sale (Remastered)",0.412000,0.652000,0.583000,0.000000,0.119000,-7.811000,0.038000,0.744000,163600,9,1,138.134003,4,3
0Hw6SCrtU9pFCjgAONpnGZ,"Uptight (Everything's Alright)","Up-Tight",0.179000,0.598000,0.646000,0.000000,0.141000,-9.769000,0.030900,0.929000,174400,6,1,133.287003,4,3
4ZVZBc5xvMyV3WzWktn8i7,"Everyday People - Single Version","Stand",0.306000,0.807000,0.497000,0.032300,0.043000,-10.656000,0.029700,0.765000,141507,7,1,114.523003,4,3
5QXqz1KDz8Z8DmfQoxWmmy,"Care Of Cell 44","Odessey And Oracle",0.265000,0.421000,0.580000,0.013600,0.097300,-7.011000,0.028500,0.403000,235827,7,1,129.959000,4,3
2oF7FZHIJbzjeEXZ3D0Ku4,"Good Vibrations - Remastered","Good Vibrations 40th Anniversary",0.387000,0.403000,0.495000,0.000008,0.147000,-6.888000,0.031200,0.380000,217747,10,0,132.910004,4,3
4gxs9En3aoaOm2J5wNMMm9,"I Feel Fine - Remastered 2009","The Beatles 1962 - 1966 (Remastered)",0.339000,0.588000,0.811000,0.000004,0.412000,-7.299000,0.044800,0.802000,140400,7,1,89.862000,4,3
6sPOmDulFtLzfX25zICNrC,"Build Me Up Buttercup","The Foundations",0.313000,0.660000,0.512000,0.000000,0.283000,-7.183000,0.029400,0.852000,177533,0,1,133.606995,4,3
